slot_id,day_of_week,start_time,end_time,duration_minutes,scheme,campus,slot_type,applicable_batches,max_concurrent_activities,priority_level,room_availability,teacher_availability,break_slot,lunch_slot,elective_slot,lab_preferred,rush_period,booking_status,conflict_level,utilization_rate,notes
SLOT05123,Wednesday,10:00,11:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,78,Wednesday 10:00-11:00 slot for A scheme
SLOT05124,Wednesday,11:00,12:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,87,Wednesday 11:00-12:00 slot for A scheme
SLOT05125,Wednesday,12:00,13:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,70,Wednesday 12:00-13:00 slot for A scheme
SLOT05126,Wednesday,13:00,14:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,89,Wednesday 13:00-14:00 slot for A scheme
SLOT05127,Wednesday,14:00,15:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,60,Wednesday 14:00-15:00 slot for A scheme
SLOT05128,Wednesday,15:00,16:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,76,Wednesday 15:00-16:00 slot for A scheme
SLOT05129,Wednesday,16:00,17:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,92,Wednesday 16:00-17:00 slot for A scheme
SLOT05130,Wednesday,17:00,18:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,71,Wednesday 17:00-18:00 slot for A scheme
SLOT05131,Wednesday,08:00,09:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",5,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,92,Wednesday 08:00-09:00 slot for A scheme
SLOT05132,Wednesday,09:00,10:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",5,High,Moderate,Peak Availability,False,False,False,False,False,Available,Medium,66,Wednesday 09:00-10:00 slot for A scheme
SLOT05133,Wednesday,10:00,11:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,79,Wednesday 10:00-11:00 slot for A scheme
SLOT05134,Wednesday,11:00,12:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,92,Wednesday 11:00-12:00 slot for A scheme
SLOT05135,Wednesday,12:00,13:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,72,Wednesday 12:00-13:00 slot for A scheme
SLOT05136,Wednesday,13:00,14:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,69,Wednesday 13:00-14:00 slot for A scheme
SLOT05137,Wednesday,14:00,15:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,83,Wednesday 14:00-15:00 slot for A scheme
SLOT05138,Wednesday,15:00,16:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,70,Wednesday 15:00-16:00 slot for A scheme
SLOT05139,Wednesday,16:00,17:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,94,Wednesday 16:00-17:00 slot for A scheme
SLOT05140,Wednesday,17:00,18:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,93,Wednesday 17:00-18:00 slot for A scheme
SLOT05141,Wednesday,08:00,09:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",4,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,60,Wednesday 08:00-09:00 slot for A scheme
SLOT05142,Wednesday,09:00,10:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",4,High,Moderate,Peak Availability,False,False,False,False,False,Available,Medium,80,Wednesday 09:00-10:00 slot for A scheme
SLOT05143,Wednesday,10:00,11:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,91,Wednesday 10:00-11:00 slot for A scheme
SLOT05144,Wednesday,11:00,12:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,61,Wednesday 11:00-12:00 slot for A scheme
SLOT05145,Wednesday,12:00,13:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,67,Wednesday 12:00-13:00 slot for A scheme
SLOT05146,Wednesday,13:00,14:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,83,Wednesday 13:00-14:00 slot for A scheme
SLOT05147,Wednesday,14:00,15:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,79,Wednesday 14:00-15:00 slot for A scheme
SLOT05148,Wednesday,15:00,16:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,75,Wednesday 15:00-16:00 slot for A scheme
SLOT05149,Wednesday,16:00,17:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,63,Wednesday 16:00-17:00 slot for A scheme
SLOT05150,Wednesday,17:00,18:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,75,Wednesday 17:00-18:00 slot for A scheme
SLOT05151,Wednesday,08:00,09:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,65,Wednesday 08:00-09:00 slot for B scheme
SLOT05152,Wednesday,09:00,10:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",6,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,65,Wednesday 09:00-10:00 slot for B scheme
SLOT05153,Wednesday,10:00,11:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,91,Wednesday 10:00-11:00 slot for B scheme
SLOT05154,Wednesday,11:00,12:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,64,Wednesday 11:00-12:00 slot for B scheme
SLOT05155,Wednesday,12:00,13:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,94,Wednesday 12:00-13:00 slot for B scheme
SLOT05156,Wednesday,13:00,14:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,68,Wednesday 13:00-14:00 slot for B scheme
SLOT05157,Wednesday,14:00,15:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,68,Wednesday 14:00-15:00 slot for B scheme
SLOT05158,Wednesday,15:00,16:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,90,Wednesday 15:00-16:00 slot for B scheme
SLOT05159,Wednesday,16:00,17:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,95,Wednesday 16:00-17:00 slot for B scheme
SLOT05160,Wednesday,17:00,18:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,70,Wednesday 17:00-18:00 slot for B scheme
SLOT05161,Wednesday,08:00,09:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,76,Wednesday 08:00-09:00 slot for B scheme
SLOT05162,Wednesday,09:00,10:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",5,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,93,Wednesday 09:00-10:00 slot for B scheme
SLOT05163,Wednesday,10:00,11:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,87,Wednesday 10:00-11:00 slot for B scheme
SLOT05164,Wednesday,11:00,12:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,73,Wednesday 11:00-12:00 slot for B scheme
SLOT05165,Wednesday,12:00,13:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,94,Wednesday 12:00-13:00 slot for B scheme
SLOT05166,Wednesday,13:00,14:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,72,Wednesday 13:00-14:00 slot for B scheme
SLOT05167,Wednesday,14:00,15:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,79,Wednesday 14:00-15:00 slot for B scheme
SLOT05168,Wednesday,15:00,16:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,85,Wednesday 15:00-16:00 slot for B scheme
SLOT05169,Wednesday,16:00,17:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,83,Wednesday 16:00-17:00 slot for B scheme
SLOT05170,Wednesday,17:00,18:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,88,Wednesday 17:00-18:00 slot for B scheme
SLOT05171,Wednesday,08:00,09:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,93,Wednesday 08:00-09:00 slot for B scheme
SLOT05172,Wednesday,09:00,10:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",4,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,88,Wednesday 09:00-10:00 slot for B scheme
SLOT05173,Wednesday,10:00,11:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,67,Wednesday 10:00-11:00 slot for B scheme
SLOT05174,Wednesday,11:00,12:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,75,Wednesday 11:00-12:00 slot for B scheme
SLOT05175,Wednesday,12:00,13:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,74,Wednesday 12:00-13:00 slot for B scheme
SLOT05176,Wednesday,13:00,14:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,64,Wednesday 13:00-14:00 slot for B scheme
SLOT05177,Wednesday,14:00,15:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,81,Wednesday 14:00-15:00 slot for B scheme
SLOT05178,Wednesday,15:00,16:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,61,Wednesday 15:00-16:00 slot for B scheme
SLOT05179,Wednesday,16:00,17:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,95,Wednesday 16:00-17:00 slot for B scheme
SLOT05180,Wednesday,17:00,18:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,74,Wednesday 17:00-18:00 slot for B scheme
SLOT05181,Thursday,08:00,09:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",6,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,74,Thursday 08:00-09:00 slot for A scheme
SLOT05182,Thursday,09:00,10:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",6,High,Moderate,Peak Availability,False,False,False,False,False,Available,Medium,60,Thursday 09:00-10:00 slot for A scheme
SLOT05183,Thursday,10:00,11:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,64,Thursday 10:00-11:00 slot for A scheme
SLOT05184,Thursday,11:00,12:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,63,Thursday 11:00-12:00 slot for A scheme
SLOT05185,Thursday,12:00,13:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,74,Thursday 12:00-13:00 slot for A scheme
SLOT05186,Thursday,13:00,14:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,64,Thursday 13:00-14:00 slot for A scheme
SLOT05187,Thursday,14:00,15:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,62,Thursday 14:00-15:00 slot for A scheme
SLOT05188,Thursday,15:00,16:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,81,Thursday 15:00-16:00 slot for A scheme
SLOT05189,Thursday,16:00,17:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,64,Thursday 16:00-17:00 slot for A scheme
SLOT05190,Thursday,17:00,18:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,92,Thursday 17:00-18:00 slot for A scheme
SLOT05191,Thursday,08:00,09:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",5,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,75,Thursday 08:00-09:00 slot for A scheme
SLOT05192,Thursday,09:00,10:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",5,High,Moderate,Peak Availability,False,False,False,False,False,Available,Medium,77,Thursday 09:00-10:00 slot for A scheme
SLOT05193,Thursday,10:00,11:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,91,Thursday 10:00-11:00 slot for A scheme
SLOT05194,Thursday,11:00,12:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,73,Thursday 11:00-12:00 slot for A scheme
SLOT05195,Thursday,12:00,13:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,94,Thursday 12:00-13:00 slot for A scheme
SLOT05196,Thursday,13:00,14:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,68,Thursday 13:00-14:00 slot for A scheme
SLOT05197,Thursday,14:00,15:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,90,Thursday 14:00-15:00 slot for A scheme
SLOT05198,Thursday,15:00,16:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,75,Thursday 15:00-16:00 slot for A scheme
SLOT05199,Thursday,16:00,17:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,90,Thursday 16:00-17:00 slot for A scheme
SLOT05200,Thursday,17:00,18:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,86,Thursday 17:00-18:00 slot for A scheme
SLOT05201,Thursday,08:00,09:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",4,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,72,Thursday 08:00-09:00 slot for A scheme
SLOT05202,Thursday,09:00,10:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",4,High,Moderate,Peak Availability,False,False,False,False,False,Available,Medium,66,Thursday 09:00-10:00 slot for A scheme
SLOT05203,Thursday,10:00,11:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,66,Thursday 10:00-11:00 slot for A scheme
SLOT05204,Thursday,11:00,12:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,87,Thursday 11:00-12:00 slot for A scheme
SLOT05205,Thursday,12:00,13:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,82,Thursday 12:00-13:00 slot for A scheme
SLOT05206,Thursday,13:00,14:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,87,Thursday 13:00-14:00 slot for A scheme
SLOT05207,Thursday,14:00,15:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,86,Thursday 14:00-15:00 slot for A scheme
SLOT05208,Thursday,15:00,16:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,89,Thursday 15:00-16:00 slot for A scheme
SLOT05209,Thursday,16:00,17:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,63,Thursday 16:00-17:00 slot for A scheme
SLOT05210,Thursday,17:00,18:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,66,Thursday 17:00-18:00 slot for A scheme
SLOT05211,Thursday,08:00,09:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,63,Thursday 08:00-09:00 slot for B scheme
SLOT05212,Thursday,09:00,10:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",6,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,85,Thursday 09:00-10:00 slot for B scheme
SLOT05213,Thursday,10:00,11:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,81,Thursday 10:00-11:00 slot for B scheme
SLOT05214,Thursday,11:00,12:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,66,Thursday 11:00-12:00 slot for B scheme
SLOT05215,Thursday,12:00,13:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,75,Thursday 12:00-13:00 slot for B scheme
SLOT05216,Thursday,13:00,14:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,72,Thursday 13:00-14:00 slot for B scheme
SLOT05217,Thursday,14:00,15:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,72,Thursday 14:00-15:00 slot for B scheme
SLOT05218,Thursday,15:00,16:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,94,Thursday 15:00-16:00 slot for B scheme
SLOT05219,Thursday,16:00,17:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,88,Thursday 16:00-17:00 slot for B scheme
SLOT05220,Thursday,17:00,18:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,68,Thursday 17:00-18:00 slot for B scheme
SLOT05221,Thursday,08:00,09:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,87,Thursday 08:00-09:00 slot for B scheme
SLOT05222,Thursday,09:00,10:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",5,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,71,Thursday 09:00-10:00 slot for B scheme
SLOT05223,Thursday,10:00,11:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,77,Thursday 10:00-11:00 slot for B scheme
SLOT05224,Thursday,11:00,12:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,89,Thursday 11:00-12:00 slot for B scheme
SLOT05225,Thursday,12:00,13:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,75,Thursday 12:00-13:00 slot for B scheme
SLOT05226,Thursday,13:00,14:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,64,Thursday 13:00-14:00 slot for B scheme
SLOT05227,Thursday,14:00,15:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,88,Thursday 14:00-15:00 slot for B scheme
SLOT05228,Thursday,15:00,16:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,95,Thursday 15:00-16:00 slot for B scheme
SLOT05229,Thursday,16:00,17:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,66,Thursday 16:00-17:00 slot for B scheme
SLOT05230,Thursday,17:00,18:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,63,Thursday 17:00-18:00 slot for B scheme
SLOT05231,Thursday,08:00,09:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,94,Thursday 08:00-09:00 slot for B scheme
SLOT05232,Thursday,09:00,10:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",4,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,60,Thursday 09:00-10:00 slot for B scheme
SLOT05233,Thursday,10:00,11:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,65,Thursday 10:00-11:00 slot for B scheme
SLOT05234,Thursday,11:00,12:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,75,Thursday 11:00-12:00 slot for B scheme
SLOT05235,Thursday,12:00,13:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,70,Thursday 12:00-13:00 slot for B scheme
SLOT05236,Thursday,13:00,14:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,86,Thursday 13:00-14:00 slot for B scheme
SLOT05237,Thursday,14:00,15:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,91,Thursday 14:00-15:00 slot for B scheme
SLOT05238,Thursday,15:00,16:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,90,Thursday 15:00-16:00 slot for B scheme
SLOT05239,Thursday,16:00,17:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,73,Thursday 16:00-17:00 slot for B scheme
SLOT05240,Thursday,17:00,18:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,85,Thursday 17:00-18:00 slot for B scheme
SLOT05241,Friday,08:00,09:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",6,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,63,Friday 08:00-09:00 slot for A scheme
SLOT05242,Friday,09:00,10:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",6,High,Moderate,Peak Availability,False,False,False,False,False,Available,Medium,70,Friday 09:00-10:00 slot for A scheme
SLOT05243,Friday,10:00,11:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,84,Friday 10:00-11:00 slot for A scheme
SLOT05244,Friday,11:00,12:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,60,Friday 11:00-12:00 slot for A scheme
